state code,state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se, pooled_pooled_count ,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se, white_pooled_count , black_pooled_count , hisp_pooled_count ,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se, pooled_male_count , pooled_female_count ,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se, white_male_count , black_male_count , hisp_male_count , white_female_count , black_female_count , hisp_female_count 
25,MASSACHUSETTS,9,20500,Boston,0.45,0.0,0.02,0.0,"  55,750 ",0.38,0.01,0.42,0.0,0.48,0.0,0.06,0.01,0.02,0.0,0.01,0.0,"  31,502 ","  2,929 ","  23,387 ",0.46,0.0,0.44,0.0,0.0,0.0,0.03,0.0,"  28,791 ","  26,959 ",0.4,0.01,0.43,0.0,0.49,0.0,0.36,0.01,0.41,0.0,0.47,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.041,0.0,0.02,0.002,"  16,198 ","  1,528 ","  11,974 ","  15,303 ","  1,400 ","  11,412 "
25,MASSACHUSETTS,11,20800,Springfield,0.43,0.01,0.01,0.0,"  6,220 ",0.35,0.04,0.37,0.02,0.45,0.01,0.03,0.02,0.0,0.0,0.01,0.0,"  5,419 ",  121 ,  405 ,0.43,0.01,0.43,0.01,0.0,0.0,0.02,0.01,"  3,223 ","  2,997 ",0.33,0.04,0.37,0.03,0.45,0.01,0.37,0.06,0.37,0.03,0.45,0.01,0.01,0.02,-0.01,0.0,0.0,0.0,0.04,0.02,0.006,0.01,0.017,0.004,"  2,803 ",  64 ,  206 ,"  2,617 ",  56 ,  198 
25,MASSACHUSETTS,13,20800,Springfield,0.4,0.0,0.02,0.0,"  44,490 ",0.34,0.01,0.36,0.0,0.45,0.0,0.05,0.01,0.02,0.0,0.01,0.0,"  19,713 ","  7,817 ","  22,942 ",0.42,0.0,0.39,0.0,0.0,0.0,0.04,0.0,"  22,645 ","  21,845 ",0.37,0.01,0.36,0.01,0.47,0.0,0.32,0.01,0.36,0.01,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.046,0.01,0.019,0.003,"  9,974 ","  4,020 ","  11,827 ","  9,736 ","  3,799 ","  11,123 "
25,MASSACHUSETTS,15,20800,Springfield,0.45,0.01,0.01,0.0,"  8,438 ",0.41,0.02,0.38,0.02,0.47,0.01,0.03,0.01,0.02,0.01,0.01,0.0,"  6,621 ",  268 ,  946 ,0.46,0.01,0.44,0.01,0.0,0.0,0.02,0.0,"  4,328 ","  4,112 ",0.4,0.03,0.41,0.02,0.48,0.01,0.43,0.04,0.35,0.02,0.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.041,0.02,0.014,0.003,"  3,361 ",  128 ,  517 ,"  3,260 ",  142 ,  432 
25,MASSACHUSETTS,17,20500,Boston,0.48,0.0,0.01,0.0,"  81,452 ",0.43,0.01,0.43,0.01,0.5,0.0,0.02,0.0,0.01,0.0,0.01,0.0,"  50,077 ","  7,822 ","  11,831 ",0.5,0.0,0.46,0.0,0.0,0.0,0.01,0.0,"  41,571 ","  39,880 ",0.45,0.01,0.44,0.01,0.52,0.0,0.41,0.01,0.43,0.01,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.017,0.0,0.011,0.001,"  25,490 ","  3,941 ","  6,203 ","  24,586 ","  3,882 ","  5,641 "
25,MASSACHUSETTS,19,20402,Nantucket,0.51,0.02,0.01,0.01,  507 ,0.33,0.06,,,0.55,0.03,,,,,0.02,0.01,  400 ,  32 ,,0.51,0.03,0.5,0.03,0.0,0.0,0.03,0.02,  285 ,  220 ,,,,,0.57,0.04,,,,,0.52,0.04,,,,,-0.01,0.0,,,,,0.028,0.026,  229 ,,,  171 ,,
25,MASSACHUSETTS,21,20500,Boston,0.5,0.0,0.01,0.0,"  32,983 ",0.43,0.01,0.48,0.01,0.51,0.0,0.02,0.0,0.01,0.0,0.01,0.0,"  23,849 ","  2,451 ","  1,148 ",0.52,0.0,0.49,0.0,0.0,0.0,0.01,0.0,"  16,721 ","  16,259 ",0.45,0.01,0.48,0.02,0.53,0.0,0.41,0.01,0.48,0.02,0.5,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.02,0.01,0.013,0.002,"  12,055 ","  1,222 ",  618 ,"  11,790 ","  1,229 ",  531 
25,MASSACHUSETTS,23,20500,Boston,0.45,0.0,0.01,0.0,"  33,448 ",0.39,0.01,0.4,0.01,0.48,0.0,0.04,0.01,0.03,0.01,0.01,0.0,"  23,938 ","  4,322 ","  2,196 ",0.46,0.0,0.43,0.0,0.0,0.0,0.02,0.0,"  17,185 ","  16,263 ",0.42,0.01,0.4,0.01,0.49,0.0,0.37,0.01,0.4,0.02,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.052,0.01,0.009,0.002,"  12,284 ","  2,228 ","  1,100 ","  11,653 ","  2,092 ","  1,096 "
25,MASSACHUSETTS,25,20500,Boston,0.41,0.0,0.02,0.0,"  84,306 ",0.38,0.0,0.42,0.0,0.48,0.0,0.03,0.0,0.01,0.0,0.01,0.0,"  14,392 ","  31,958 ","  28,594 ",0.43,0.0,0.4,0.0,0.0,0.0,0.04,0.0,"  42,739 ","  41,565 ",0.4,0.0,0.43,0.0,0.49,0.01,0.35,0.0,0.42,0.0,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.026,0.0,0.022,0.003,"  7,325 ","  16,206 ","  14,553 ","  7,068 ","  15,736 ","  14,044 "
25,MASSACHUSETTS,27,20500,Boston,0.44,0.0,0.01,0.0,"  56,209 ",0.39,0.01,0.39,0.0,0.47,0.0,0.02,0.0,0.01,0.0,0.01,0.0,"  37,659 ","  3,460 ","  13,643 ",0.46,0.0,0.43,0.0,0.0,0.0,0.02,0.0,"  28,792 ","  27,415 ",0.41,0.01,0.4,0.01,0.48,0.0,0.37,0.01,0.38,0.01,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.029,0.0,0.01,0.002,"  19,269 ","  1,759 ","  6,992 ","  18,389 ","  1,693 ","  6,649 "
26,MICHIGAN,1,12401,Alpena,0.41,0.01,0.01,0.0,"  1,384 ",,,,,0.42,0.01,,,,,0.01,0.0,"  1,297 ",,,0.44,0.02,0.38,0.01,0.0,0.0,0.02,0.01,  750 ,  635 ,,,,,0.45,0.02,,,,,0.39,0.02,,,,,0.0,0.0,,,,,0.019,0.007,  693 ,,,  603 ,,
26,MICHIGAN,3,11401,Marquette,0.43,0.02,0.02,0.01,  780 ,,,,,0.45,0.02,,,,,0.01,0.01,  664 ,,,0.44,0.03,0.42,0.02,0.03,0.01,0.01,0.01,  420 ,  358 ,,,,,0.45,0.03,,,,,0.44,0.03,,,,,0.0,0.01,,,,,0.013,0.011,  349 ,,,  316 ,,
26,MICHIGAN,5,12200,Grand Rapids,0.41,0.0,0.02,0.0,"  10,160 ",0.34,0.02,0.4,0.01,0.42,0.0,0.06,0.02,0.01,0.0,0.02,0.0,"  8,336 ",  270 ,"  1,315 ",0.42,0.01,0.4,0.01,0.0,0.0,0.04,0.01,"  5,184 ","  4,976 ",0.36,0.03,0.4,0.02,0.44,0.01,0.33,0.03,0.4,0.02,0.41,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.11,0.05,0.014,0.01,0.045,0.006,"  4,263 ",  143 ,  673 ,"  4,074 ",  127 ,  640 
26,MICHIGAN,7,12401,Alpena,0.42,0.01,0.01,0.0,"  3,316 ",,,0.44,0.06,0.43,0.01,,,0.0,0.01,0.01,0.0,"  3,168 ",,  33 ,0.42,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  1,667 ","  1,649 ",,,0.49,0.08,0.43,0.01,,,0.35,0.08,0.42,0.01,,,0.02,0.04,0.0,0.0,,,0.013,0.02,0.025,0.007,"  1,583 ",,  18 ,"  1,584 ",,  15 
26,MICHIGAN,9,12301,Traverse City,0.41,0.01,0.02,0.0,"  2,835 ",,,0.39,0.04,0.42,0.01,,,0.0,0.01,0.01,0.0,"  2,580 ",,  83 ,0.42,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  1,500 ","  1,334 ",,,0.32,0.05,0.43,0.01,,,,,0.42,0.01,,,-0.02,0.01,0.0,0.0,,,,,0.024,0.008,"  1,369 ",,,"  1,211 ",,  43 
26,MICHIGAN,11,11900,Saginaw,0.44,0.01,0.02,0.0,"  2,067 ",,,0.42,0.05,0.45,0.01,,,0.0,0.01,0.02,0.01,"  1,928 ",,  45 ,0.46,0.01,0.42,0.01,0.0,0.0,0.03,0.01,"  1,098 ",  968 ,,,0.38,0.08,0.48,0.02,,,0.45,0.06,0.42,0.01,,,0.0,0.01,0.0,0.0,,,0.016,0.03,0.035,0.01,"  1,014 ",,  29 ,  913 ,,  17 
26,MICHIGAN,13,21002,Houghton,0.4,0.02,0.01,0.01,  931 ,,,,,0.43,0.02,,,,,0.02,0.01,  596 ,,,0.39,0.02,0.41,0.02,0.0,0.0,0.02,0.01,  484 ,  447 ,,,,,0.41,0.03,,,,,0.45,0.03,,,,,-0.01,0.0,,,,,0.049,0.03,  308 ,,,  289 ,,
26,MICHIGAN,15,12100,Kalamazoo,0.41,0.01,0.02,0.0,"  5,159 ",0.4,0.09,0.42,0.04,0.42,0.01,0.02,0.04,0.01,0.01,0.02,0.0,"  4,830 ",  21 ,  102 ,0.42,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  2,676 ","  2,481 ",,,0.4,0.06,0.43,0.01,,,0.44,0.05,0.42,0.01,,,0.0,0.0,0.0,0.0,,,0.034,0.03,0.029,0.006,"  2,496 ",,  60 ,"  2,331 ",,  44 
26,MICHIGAN,17,11900,Saginaw,0.41,0.0,0.03,0.0,"  9,548 ",0.28,0.02,0.37,0.01,0.43,0.0,0.13,0.04,0.04,0.01,0.02,0.0,"  7,979 ",  302 ,  924 ,0.42,0.01,0.4,0.01,0.0,0.0,0.05,0.01,"  4,869 ","  4,678 ",0.25,0.03,0.38,0.02,0.43,0.01,0.3,0.04,0.37,0.02,0.42,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.26,0.08,0.071,0.02,0.041,0.006,"  4,084 ",  150 ,  471 ,"  3,894 ",  150 ,  452 
26,MICHIGAN,19,12301,Traverse City,0.4,0.01,0.02,0.01,"  2,007 ",,,0.45,0.07,0.41,0.01,,,0.02,0.03,0.02,0.01,"  1,799 ",,  48 ,0.4,0.01,0.39,0.01,0.01,0.01,0.04,0.01,"  1,003 ","  1,004 ",,,,,0.41,0.01,,,,,0.4,0.01,,,,,0.01,0.01,,,,,0.037,0.012,  902 ,,,  897 ,,
26,MICHIGAN,21,13600,South Bend,0.37,0.0,0.04,0.0,"  18,737 ",0.3,0.0,0.42,0.01,0.42,0.0,0.07,0.01,0.01,0.0,0.02,0.0,"  10,145 ","  7,650 ","  1,063 ",0.39,0.0,0.36,0.0,0.0,0.0,0.08,0.01,"  9,535 ","  9,193 ",0.33,0.01,0.44,0.02,0.42,0.01,0.28,0.01,0.39,0.02,0.41,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.022,0.01,0.044,0.006,"  5,144 ","  3,932 ",  558 ,"  4,996 ","  3,724 ",  506 
26,MICHIGAN,23,13700,Concord,0.41,0.01,0.02,0.0,"  5,344 ",0.28,0.04,0.43,0.03,0.42,0.01,0.12,0.08,0.01,0.01,0.02,0.0,"  4,790 ",  47 ,  314 ,0.41,0.01,0.4,0.01,0.01,0.0,0.03,0.01,"  2,790 ","  2,553 ",,,0.35,0.04,0.42,0.01,0.24,0.05,0.47,0.04,0.41,0.01,,,0.0,0.01,0.01,0.0,,,0.027,0.02,0.031,0.006,"  2,489 ",  28 ,  190 ,"  2,300 ",,  123 
26,MICHIGAN,25,12100,Kalamazoo,0.37,0.0,0.03,0.0,"  15,005 ",0.29,0.01,0.37,0.01,0.4,0.0,0.07,0.01,0.02,0.01,0.02,0.0,"  10,083 ","  3,333 ",  992 ,0.37,0.0,0.37,0.0,0.0,0.0,0.06,0.01,"  7,811 ","  7,195 ",0.31,0.01,0.36,0.02,0.4,0.01,0.26,0.01,0.39,0.02,0.4,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.16,0.02,0.033,0.01,0.039,0.005,"  5,307 ","  1,732 ",  532 ,"  4,778 ","  1,600 ",  460 
26,MICHIGAN,27,13600,South Bend,0.4,0.01,0.03,0.0,"  5,846 ",0.34,0.01,0.38,0.02,0.42,0.01,0.08,0.02,0.01,0.01,0.03,0.0,"  4,501 ",  670 ,  304 ,0.4,0.01,0.4,0.01,0.0,0.0,0.06,0.01,"  2,970 ","  2,876 ",0.34,0.02,0.38,0.03,0.42,0.01,0.33,0.02,0.39,0.04,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.017,0.01,0.051,0.01,"  2,288 ",  342 ,  132 ,"  2,212 ",  331 ,  178 
26,MICHIGAN,29,12302,Petoskey,0.4,0.01,0.03,0.01,"  2,857 ",,,0.34,0.05,0.41,0.01,,,0.06,0.06,0.03,0.01,"  2,625 ",,  56 ,0.41,0.01,0.38,0.01,0.0,0.0,0.06,0.01,"  1,449 ","  1,408 ",,,0.4,0.09,0.42,0.01,,,0.17,0.07,0.4,0.01,,,0.01,0.02,0.0,0.0,,,,,0.058,0.015,"  1,314 ",,  41 ,"  1,312 ",,  18 
26,MICHIGAN,31,12302,Petoskey,0.4,0.01,0.01,0.0,"  3,415 ",,,0.45,0.06,0.41,0.01,,,0.06,0.06,0.01,0.0,"  3,021 ",,  55 ,0.41,0.01,0.39,0.01,0.0,0.0,0.03,0.01,"  1,775 ","  1,641 ",,,0.42,0.1,0.42,0.01,,,,,0.4,0.01,,,,,0.0,0.0,,,,,0.027,0.007,"  1,573 ",,,"  1,447 ",,  17 
26,MICHIGAN,33,11403,Sault Ste. Marie,0.4,0.01,0.02,0.0,"  4,131 ",0.32,0.07,0.38,0.05,0.43,0.01,,,0.01,0.01,0.02,0.0,"  2,427 ",  26 ,  103 ,0.41,0.01,0.39,0.01,0.0,0.0,0.04,0.01,"  2,095 ","  2,035 ",,,0.42,0.07,0.44,0.01,,,0.37,0.06,0.42,0.01,,,-0.02,0.02,0.0,0.0,,,0.016,0.03,0.031,0.009,"  1,199 ",,  52 ,"  1,228 ",,  54 
26,MICHIGAN,35,11800,Mount Pleasant,0.4,0.01,0.01,0.0,"  4,512 ",,,0.34,0.03,0.41,0.01,,,0.0,0.01,0.01,0.0,"  4,239 ",,  109 ,0.41,0.01,0.39,0.01,0.0,0.0,0.03,0.01,"  2,315 ","  2,195 ",,,0.38,0.04,0.42,0.01,,,0.28,0.05,0.4,0.01,,,0.0,0.01,0.0,0.0,,,0.031,0.05,0.023,0.005,"  2,182 ",,  47 ,"  2,055 ",,  61 
26,MICHIGAN,37,11700,Lansing,0.44,0.01,0.01,0.0,"  4,054 ",0.35,0.04,0.33,0.02,0.46,0.01,0.01,0.01,0.0,0.0,0.01,0.0,"  3,562 ",  49 ,  229 ,0.44,0.01,0.45,0.01,0.01,0.0,0.02,0.01,"  2,069 ","  1,986 ",0.3,0.04,0.33,0.03,0.46,0.01,0.4,0.07,0.35,0.03,0.47,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.03,0.002,0.0,0.022,0.006,"  1,811 ",  27 ,  114 ,"  1,752 ",  21 ,  115 
26,MICHIGAN,39,12402,Grayling charter,0.39,0.01,0.02,0.01,"  1,851 ",,,,,0.4,0.01,,,,,0.02,0.01,"  1,756 ",,,0.39,0.01,0.38,0.01,0.0,0.0,0.03,0.01,"  1,017 ",  835 ,,,,,0.41,0.02,,,,,0.39,0.01,,,,,0.0,0.0,,,,,0.033,0.011,  964 ,,,  791 ,,
26,MICHIGAN,41,11401,Marquette,0.44,0.01,0.01,0.0,"  3,980 ",,,0.38,0.06,0.46,0.01,,,0.0,0.01,0.01,0.0,"  3,610 ",,  44 ,0.46,0.01,0.43,0.01,0.0,0.0,0.03,0.01,"  2,061 ","  1,920 ",,,,,0.48,0.01,,,0.33,0.07,0.44,0.01,,,,,0.0,0.0,,,,,0.026,0.007,"  1,845 ",,  26 ,"  1,766 ",,
26,MICHIGAN,43,11402,Marinette,0.43,0.01,0.03,0.01,"  2,494 ",,,0.38,0.07,0.44,0.01,,,0.02,0.03,0.03,0.01,"  2,341 ",,  43 ,0.44,0.01,0.43,0.01,0.01,0.0,0.06,0.01,"  1,307 ","  1,187 ",,,0.37,0.07,0.45,0.01,,,,,0.44,0.01,,,0.0,0.02,0.0,0.0,,,,,0.055,0.015,"  1,225 ",,,"  1,115 ",,  21 
26,MICHIGAN,45,11700,Lansing,0.42,0.0,0.02,0.0,"  7,695 ",0.32,0.01,0.43,0.02,0.43,0.01,0.07,0.01,0.03,0.01,0.01,0.0,"  5,966 ",  796 ,  479 ,0.43,0.01,0.4,0.01,0.0,0.0,0.04,0.01,"  3,821 ","  3,871 ",0.35,0.02,0.44,0.03,0.45,0.01,0.29,0.01,0.41,0.03,0.42,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.054,0.03,0.029,0.006,"  2,887 ",  413 ,  278 ,"  3,072 ",  384 ,  207 
26,MICHIGAN,47,12302,Petoskey,0.44,0.01,0.02,0.0,"  3,257 ",,,0.42,0.07,0.45,0.01,,,0.0,0.01,0.02,0.0,"  2,915 ",,  36 ,0.47,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  1,660 ","  1,596 ",,,0.48,0.1,0.47,0.01,,,0.34,0.09,0.42,0.01,,,-0.01,0.02,0.0,0.0,,,0.013,0.02,0.031,0.009,"  1,466 ",,  14 ,"  1,450 ",,  26 
26,MICHIGAN,49,11600,Detroit,0.35,0.0,0.03,0.0,"  42,118 ",0.3,0.0,0.36,0.01,0.39,0.0,0.05,0.0,0.01,0.0,0.02,0.0,"  22,343 ","  17,407 ","  1,746 ",0.37,0.0,0.34,0.0,0.0,0.0,0.06,0.0,"  21,419 ","  20,696 ",0.33,0.0,0.36,0.01,0.41,0.0,0.27,0.0,0.35,0.01,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.024,0.01,0.038,0.004,"  11,353 ","  8,831 ",  884 ,"  10,987 ","  8,577 ",  861 
26,MICHIGAN,51,11900,Saginaw,0.4,0.01,0.02,0.0,"  3,112 ",,,0.43,0.05,0.41,0.01,,,0.01,0.01,0.02,0.0,"  2,944 ",,  49 ,0.4,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  1,608 ","  1,506 ",,,0.35,0.06,0.41,0.01,,,0.5,0.08,0.42,0.01,,,0.02,0.03,0.0,0.0,,,0.013,0.02,0.032,0.008,"  1,524 ",,  21 ,"  1,421 ",,  28 
26,MICHIGAN,53,21003,Ironwood,0.47,0.01,0.01,0.0,"  1,770 ",,,0.47,0.07,0.48,0.01,,,0.02,0.04,0.01,0.0,"  1,585 ",,  48 ,0.49,0.01,0.44,0.02,0.01,0.0,0.01,0.0,  870 ,  898 ,,,,,0.5,0.01,,,,,0.46,0.02,,,,,0.0,0.0,,,,,0.01,0.006,  776 ,,,  806 ,,
26,MICHIGAN,55,12301,Traverse City,0.43,0.01,0.02,0.0,"  7,323 ",0.42,0.05,0.39,0.03,0.44,0.01,0.05,0.04,0.01,0.01,0.02,0.0,"  6,591 ",  51 ,  303 ,0.44,0.01,0.42,0.01,0.0,0.0,0.03,0.01,"  3,735 ","  3,588 ",0.34,0.05,0.4,0.04,0.45,0.01,0.48,0.06,0.38,0.04,0.43,0.01,-0.01,0.01,0.01,0.01,0.0,0.0,0.12,0.09,0.008,0.01,0.028,0.006,"  3,340 ",  26 ,  167 ,"  3,251 ",  25 ,  137 
26,MICHIGAN,57,11800,Mount Pleasant,0.41,0.01,0.02,0.0,"  4,275 ",0.25,0.07,0.39,0.02,0.42,0.01,,,0.01,0.01,0.01,0.0,"  3,771 ",  14 ,  341 ,0.4,0.01,0.41,0.01,0.0,0.0,0.03,0.01,"  2,249 ","  2,028 ",,,0.39,0.03,0.41,0.01,,,0.39,0.04,0.43,0.01,,,0.0,0.0,0.0,0.0,,,0.022,0.02,0.026,0.006,"  1,983 ",,  167 ,"  1,789 ",,  173 
26,MICHIGAN,59,11500,Jackson,0.41,0.01,0.02,0.0,"  5,495 ",0.44,0.08,0.42,0.03,0.42,0.01,-0.01,0.02,0.0,0.0,0.02,0.0,"  5,155 ",  24 ,  153 ,0.42,0.01,0.41,0.01,0.0,0.0,0.04,0.01,"  2,821 ","  2,676 ",,,0.36,0.04,0.42,0.01,,,0.48,0.05,0.41,0.01,,,0.0,0.01,0.0,0.0,,,0.017,0.02,0.042,0.008,"  2,654 ",,  74 ,"  2,502 ",,  78 
26,MICHIGAN,61,21002,Houghton,0.47,0.01,0.01,0.0,"  3,378 ",0.37,0.09,0.44,0.05,0.48,0.01,,,-0.01,0.01,0.01,0.0,"  3,168 ",  23 ,  51 ,0.48,0.01,0.46,0.01,0.0,0.0,0.01,0.0,"  1,770 ","  1,609 ",,,0.47,0.08,0.49,0.01,,,0.42,0.08,0.47,0.01,,,0.01,0.02,0.0,0.0,,,,,0.01,0.004,"  1,665 ",,  30 ,"  1,504 ",,  21 
26,MICHIGAN,63,11900,Saginaw,0.49,0.01,0.01,0.0,"  3,767 ",,,0.38,0.03,0.5,0.01,,,0.0,0.01,0.01,0.0,"  3,481 ",,  161 ,0.5,0.01,0.47,0.01,0.0,0.0,0.01,0.0,"  1,927 ","  1,841 ",,,0.41,0.05,0.51,0.01,,,0.38,0.05,0.49,0.01,,,0.01,0.01,0.0,0.0,,,-0.007,0.01,0.01,0.004,"  1,767 ",,  98 ,"  1,715 ",,  66 
26,MICHIGAN,65,11700,Lansing,0.38,0.0,0.03,0.0,"  22,491 ",0.32,0.01,0.36,0.01,0.41,0.0,0.07,0.01,0.02,0.0,0.02,0.0,"  11,945 ","  5,672 ","  3,124 ",0.4,0.0,0.36,0.0,0.0,0.0,0.06,0.0,"  11,396 ","  11,093 ",0.35,0.01,0.37,0.01,0.42,0.01,0.28,0.01,0.35,0.01,0.39,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.15,0.01,0.042,0.01,0.046,0.005,"  6,117 ","  2,877 ","  1,458 ","  5,828 ","  2,792 ","  1,650 "
26,MICHIGAN,67,12200,Grand Rapids,0.4,0.01,0.02,0.0,"  5,955 ",0.36,0.05,0.39,0.02,0.42,0.01,0.01,0.01,0.0,0.0,0.02,0.0,"  5,346 ",  38 ,  394 ,0.41,0.01,0.4,0.01,0.0,0.0,0.04,0.01,"  2,972 ","  2,983 ",0.37,0.06,0.41,0.03,0.42,0.01,0.34,0.08,0.36,0.03,0.41,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.03,0.005,0.0,0.038,0.007,"  2,676 ",  18 ,  205 ,"  2,668 ",  20 ,  189 
26,MICHIGAN,69,12401,Alpena,0.39,0.01,0.02,0.0,"  3,223 ",0.23,0.05,0.4,0.05,0.4,0.01,0.03,0.03,0.0,0.01,0.02,0.0,"  2,980 ",  13 ,  64 ,0.41,0.01,0.37,0.01,0.0,0.0,0.03,0.01,"  1,680 ","  1,543 ",,,0.4,0.06,0.42,0.01,,,0.34,0.06,0.38,0.01,,,0.0,0.01,0.01,0.0,,,0.024,0.04,0.032,0.008,"  1,561 ",,  33 ,"  1,418 ",,  30 
26,MICHIGAN,71,11402,Marinette,0.44,0.01,0.01,0.01,"  1,350 ",,,,,0.46,0.01,,,,,0.01,0.0,"  1,239 ",,,0.42,0.02,0.46,0.02,0.0,0.0,0.02,0.01,  689 ,  661 ,,,,,0.43,0.02,,,,,0.48,0.02,,,,,0.0,0.0,,,,,0.018,0.008,  631 ,,,  607 ,,
26,MICHIGAN,73,11800,Mount Pleasant,0.41,0.01,0.02,0.0,"  5,293 ",0.42,0.04,0.38,0.02,0.42,0.01,0.03,0.03,0.0,0.0,0.02,0.0,"  4,451 ",  113 ,  312 ,0.42,0.01,0.4,0.01,0.0,0.0,0.04,0.01,"  2,727 ","  2,566 ",0.47,0.06,0.36,0.03,0.43,0.01,0.39,0.06,0.39,0.04,0.41,0.01,0.02,0.04,0.01,0.01,0.0,0.0,0.06,0.05,0.02,0.02,0.043,0.008,"  2,269 ",  52 ,  170 ,"  2,182 ",  62 ,  141 
26,MICHIGAN,75,11500,Jackson,0.38,0.0,0.02,0.0,"  14,919 ",0.32,0.01,0.39,0.02,0.4,0.0,0.07,0.01,0.01,0.0,0.02,0.0,"  11,492 ","  2,263 ",  655 ,0.39,0.01,0.38,0.01,0.0,0.0,0.05,0.01,"  7,606 ","  7,312 ",0.34,0.01,0.41,0.03,0.4,0.01,0.29,0.01,0.36,0.02,0.4,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.011,0.01,0.032,0.005,"  5,882 ","  1,173 ",  307 ,"  5,609 ","  1,088 ",  348 
26,MICHIGAN,77,12100,Kalamazoo,0.38,0.0,0.03,0.0,"  18,665 ",0.3,0.01,0.4,0.01,0.42,0.0,0.06,0.01,0.01,0.0,0.02,0.0,"  11,354 ","  5,564 ","  1,292 ",0.4,0.0,0.36,0.0,0.0,0.0,0.06,0.01,"  9,490 ","  9,175 ",0.34,0.01,0.42,0.02,0.43,0.01,0.27,0.01,0.38,0.02,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.028,0.01,0.038,0.005,"  5,761 ","  2,813 ",  695 ,"  5,593 ","  2,743 ",  603 
26,MICHIGAN,79,12301,Traverse City,0.38,0.01,0.03,0.01,"  2,353 ",,,0.43,0.06,0.4,0.01,,,0.01,0.02,0.03,0.01,"  2,215 ",,  41 ,0.4,0.01,0.37,0.01,0.0,0.0,0.06,0.01,"  1,260 ","  1,094 ",,,,,0.41,0.01,,,,,0.39,0.01,,,,,0.0,0.0,,,,,0.056,0.013,"  1,174 ",,,"  1,041 ",,
26,MICHIGAN,81,12200,Grand Rapids,0.38,0.0,0.04,0.0,"  53,656 ",0.29,0.0,0.38,0.01,0.43,0.0,0.08,0.01,0.02,0.0,0.02,0.0,"  29,120 ","  13,188 ","  10,140 ",0.4,0.0,0.37,0.0,0.0,0.0,0.07,0.0,"  27,503 ","  26,152 ",0.31,0.0,0.39,0.01,0.45,0.0,0.28,0.01,0.38,0.01,0.42,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.01,0.035,0.01,0.041,0.003,"  14,964 ","  6,814 ","  5,090 ","  14,156 ","  6,375 ","  5,044 "
